Tabela 2 - Gorduras e açúcar na composição de alimentos por 100 gramas de parte comestível,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,(continuação)
Código e descrição do alimento ,,Código e descrição da preparação,,"Coles-
terol
(mg)","AG
Satura-
dos
(g)","AG
Mono 
(g)","AG
Poli 
(g)","AG
Lino-
léico 
(g)","AG
Linolê-
nico 
(g)","AG
Trans
total
(g)","Açúcar
total
(g)","Açúcar
de
adição
(g)"
Cereais e leguminosas,,,,,,,,,,,,
8002001,Rosca doce,99,Não se aplica,"31,95","8,06","7,72","2,84","2,65","0,17","3,55","31,83","31,54"
8002002,Rosquinha doce,99,Não se aplica,-,"3,90","3,70","2,20","2,13","0,10","1,58","36,52","36,53"
8002101,Rosca salgada,99,Não se aplica,"47,30","5,24","3,11","0,70","0,60","0,08","0,20","1,52","0,66"
8002106,Rosquinha salgada,99,Não se aplica,-,"4,40","4,60","2,90","2,79","0,01","1,80","10,64","10,58"
8002201,Biscoito salgado,99,Não se aplica,-,"4,40","4,60","2,90","2,79","0,01","1,80","10,64","10,58"
8002205,Presuntinho biscoito,99,Não se aplica,"0,09","5,40","8,85","9,82","9,18","0,63","0,76","0,32",-
8002212,Biscoito de polvilho,99,Não se aplica,"150,27","4,65","19,92","3,17","2,89","0,21","0,04","0,43",-
8002225,Bolacha salgada,99,Não se aplica,-,"4,40","4,60","2,90","2,79","0,01","1,80","10,64","10,58"
8002227,Chips (salgadinhos),99,Não se aplica,-,"5,46","7,99","20,15","17,82","2,32","0,18","1,17",-
8002230,Baconzitos,99,Não se aplica,"0,09","5,40","8,85","9,82","9,18","0,63","0,76","0,32",-
8002236,Biscoito salgado integral,99,Não se aplica,-,"2,54","3,50","9,03","8,01","1,02","0,08","0,50",-
8002301,Biscoito doce,99,Não se aplica,-,"3,90","3,70","2,20","2,13","0,10","1,58","36,52","36,53"
8002302,Cavaco chinês,99,Não se aplica,-,"3,90","3,70","2,20","2,13","0,10","1,58","36,52","36,53"
8002305,Sequilho,99,Não se aplica,-,"3,90","3,70","2,20","2,13","0,10","1,58","36,52","36,53"
8002306,Tareço,99,Não se aplica,-,"3,90","3,70","2,20","2,13","0,10","1,58","36,52","36,53"
8002309,Solda,99,Não se aplica,-,"4,40","4,60","2,90","2,79","0,01","1,80","10,64","10,58"
8002315,Brevidade,99,Não se aplica,"100,29","2,74","6,61","4,29","3,94","0,30","1,91","30,11","29,72"
8002334,Bolacha doce,99,Não se aplica,-,"3,90","3,70","2,20","2,13","0,10","1,58","36,52","36,53"
8002335,Maria maluca (bolacha doce),99,Não se aplica,-,"3,90","3,70","2,20","2,13","0,10","1,58","36,52","36,53"
8002405,Quebra-quebra,99,Não se aplica,-,"3,90","3,70","2,20","2,13","0,10","1,58","36,52","36,53"
8002502,Rocambole,99,Não se aplica,"194,01","15,90","7,70","1,27","1,06","0,16","0,91","4,95","3,57"
8002503,Cuca de qualquer tipo,99,Não se aplica,"44,09","7,88","3,53","0,66","0,60","0,05","0,42","26,57","26,19"
8002601,Bolo de milho,99,Não se aplica,"82,00","4,50","3,90","1,50","1,34","0,08","1,99","8,27","5,68"
8002604,Amidomil (bolinho),99,Não se aplica,"82,00","4,50","3,90","1,50","1,34","0,08","1,99","8,27","5,68"
8002605,Angusor de milho,99,Não se aplica,"82,00","4,50","3,90","1,50","1,34","0,08","1,99","8,27","5,68"
8002609,Grustoli (bolinho doce),99,Não se aplica,"40,10","4,57","9,55","3,51","3,28","0,21","4,47","26,61","26,00"
8002701,Bolo de aipim,99,Não se aplica,"73,00","5,00","3,90","1,10","1,00","0,06","1,99","17,62","15,81"
8002702,Bolo de tapioca,99,Não se aplica,"73,00","5,00","3,90","1,10","1,00","0,06","1,99","17,62","15,81"
8002703,Bolo de macaxeira,99,Não se aplica,"73,00","5,00","3,90","1,10","1,00","0,06","1,99","17,62","15,81"
8002704,Bolo de goma,99,Não se aplica,"73,00","5,00","3,90","1,10","1,00","0,06","1,99","17,62","15,81"
8002801,Bolo de batata-doce,99,Não se aplica,"73,00","5,00","3,90","1,10","1,00","0,06","1,99","17,62","15,81"
8002901,Bolo de arroz,99,Não se aplica,"73,00","5,00","3,90","1,10","1,00","0,06","1,99","17,62","15,81"
8003101,Bolo de cará,99,Não se aplica,"73,00","5,00","3,90","1,10","1,00","0,06","1,99","17,62","15,81"
8003501,Tortas doces de qualquer sabor,99,Não se aplica,"3,76","1,79","2,63","0,61","0,55","0,06","1,06","7,47","5,55"
8003601,Tortas salgadas de qualquer sabor,99,Não se aplica,"23,27","5,19","3,27","0,43","0,35","0,08","0,42","27,12","14,31"
8003701,Sonho,99,Não se aplica,"45,63","4,48","8,56","3,30","3,09","0,19","3,47","21,09","19,63"
8003702,Filhos (bolinho de farinha de trigo e ovos),99,Não se aplica,"40,10","4,57","9,55","3,51","3,28","0,21","4,47","26,61","26,00"
8003801,Bolo de chocolate,99,Não se aplica,"209,07","1,98","2,22","0,80","0,68","0,02",-,"40,39","39,44"
8003902,Brioche,99,Não se aplica,"99,04","4,92","5,54","2,67","2,49","0,13","1,20","8,24","7,14"
8004001,Bolo de laranja,99,Não se aplica,"67,72","5,29","4,91","1,91","1,78","0,11","0,28","34,40","30,76"
8004101,Bolo de coco,99,Não se aplica,"137,69","5,59","1,56","0,59","0,51","0,02",-,"39,36","37,56"
8004201,Bolo de cenoura,99,Não se aplica,"95,41","10,37","4,59","0,88","0,78","0,07","0,63","26,61","25,46"
8004601,Bolo de trigo,99,Não se aplica,"160,65","1,27","1,57","0,62","0,53","0,02",-,"39,84","37,88"
8004701,Broa,99,Não se aplica,-,-,-,-,-,-,-,-,-
8004801,Biscoito recheado,99,Não se aplica,-,"6,20","6,60","1,70","1,68","0,06","4,21","40,62","40,53"
8004807,Waffer (biscoito),99,Não se aplica,"15,64","2,76","4,67","4,18","3,87","0,29","1,40","34,84","33,85"
8004809,Alfajores (biscoito),99,Não se aplica,"0,02","7,63","10,27","3,41","3,18","0,15","4,85","25,21","24,80"
8004810,Bolacha recheada,99,Não se aplica,-,"6,20","6,60","1,70","1,68","0,06","4,21","40,62","40,53"
8004813,Rosca recheada,99,Não se aplica,"78,21","15,89","7,55","1,12","1,01","0,09","0,60","74,97","75,63"
8004814,Rosquinha recheada de qualquer sabor,99,Não se aplica,-,"6,20","6,60","1,70","1,68","0,06","4,21","40,62","40,53"
8005201,Biscoito não especificado,99,Não se aplica,-,"4,40","4,60","2,90","2,79","0,01","1,80","10,64","10,58"
8006101,Crepe,99,Não se aplica,"77,23","4,80","5,14","1,26","1,13","0,09","0,76","1,75",-
8006501,Pão diet (de forma industrializado),99,Não se aplica,-,"0,34","0,25","0,97","0,92","0,05",-,"4,11","3,82"
8006601,Pão light (de forma industrializado),99,Não se aplica,-,"0,34","0,25","0,97","0,92","0,05",-,"4,11","3,82"
8006701,Pão de queijo light,99,Não se aplica,"68,00",-,-,-,-,-,-,-,-
8006801,Pão integral light,99,Não se aplica,-,"0,34","0,25","0,97","0,92","0,05",-,"4,11","3,82"
8007001,Tortas doces de qualquer sabor light,99,Não se aplica,"3,76","1,79","2,63","0,61","0,55","0,06","1,06","7,84","5,92"
8007101,Tortas doces de qualquer sabor diet,99,Não se aplica,"3,76","1,75","2,62","0,58","0,53","0,05","1,06","2,31","0,22"
8007302,Filhos (bolinho de farinha de trigo e ovos) light,99,Não se aplica,"46,50","5,30","11,07","4,06","3,79","0,24","5,19","15,48","14,25"
8007402,Filhos (bolinho de farinha de trigo e ovos) diet,99,Não se aplica,"46,50","5,30","11,07","4,06","3,79","0,24","5,19","15,48","14,25"
8007501,Bolo de chocolate light,99,Não se aplica,"49,83","5,44","2,71","0,50","0,45","0,03","0,16","32,49","32,25"
8007601,Bolo de chocolate diet,99,Não se aplica,"49,83","5,44","2,71","0,50","0,45","0,03","0,16","32,49","32,25"
8007701,Bolo de laranja light,99,Não se aplica,"57,98","2,97","3,96","1,77","1,65","0,09","0,14","34,40","30,76"
8008001,Bolo de coco diet,99,Não se aplica,"49,83","5,44","2,71","0,50","0,45","0,03","0,16","32,49","32,25"
8008201,Bolo de cenoura diet,99,Não se aplica,"73,79","5,20","2,48","0,57","0,51","0,04","0,30","26,60","25,46"
8008301,Biscoito recheado light,99,Não se aplica,-,"4,09","6,27","2,38","1,83","0,55","0,05","41,18","41,04"
8008305,Biscoito waffer light,99,Não se aplica,"0,02","1,04","2,83","2,62","2,44","0,18","0,93","47,65","47,43"
8008307,Waffer (biscoito) light,99,Não se aplica,"0,02","1,04","2,83","2,62","2,44","0,18","0,93","47,65","47,43"
8008309,Alfajores (biscoito) light,99,Não se aplica,-,"4,09","6,27","2,38","1,83","0,55","0,05","41,18","41,04"
8008310,Bolacha recheada light,99,Não se aplica,-,"4,09","6,27","2,38","1,83","0,55","0,05","41,18","41,04"
8008401,Biscoito recheado diet,99,Não se aplica,"0,09","2,17","12,40","5,73","3,96","1,77","0,08","5,54","0,55"
8008408,Rosquinha recheada de qualquer sabor diet,99,Não se aplica,"0,09","2,17","12,40","5,73","3,96","1,77","0,08","5,54","0,55"
8008410,Bolacha recheada diet,99,Não se aplica,"0,09","2,17","12,40","5,73","3,96","1,77","0,08","5,54","0,55"
8010001,Pão doce diet,99,Não se aplica,"32,81","4,06","1,80","0,44","0,40","0,03","0,25","29,12","28,98"
8010029,Pão de mel diet,99,Não se aplica,"38,81","6,65","3,24","0,60","0,54","0,04","0,26","52,87","60,40"
8010034,Panetone diet,99,Não se aplica,"50,12","1,82","2,52","5,34","4,72","0,60","0,05","15,77","13,03"
8010101,Biscoito salgado light,99,Não se aplica,-,"2,17","2,96","7,89","6,98","0,91","0,07","10,30","11,37"
8010125,Bolacha salgada light,99,Não se aplica,-,"2,17","2,96","7,89","6,98","0,91","0,07","10,30","11,37"
8010127,Chips (salgadinhos) light,99,Não se aplica,-,"1,15","1,52","4,01","3,52","0,50","0,04","8,11","6,62"
8010401,Biscoito doce light,99,Não se aplica,-,"1,14","2,59","0,69","0,65","0,02","1,40","41,49","42,61"
8010434,Bolacha doce light,99,Não se aplica,-,"1,14","2,59","0,69","0,65","0,02","1,40","41,49","42,61"
8010501,Biscoito doce diet,99,Não se aplica,"0,09","5,32","12,95","2,36","2,20","0,07","7,09","3,99",-
8010534,Bolacha doce diet,99,Não se aplica,"0,09","5,32","12,95","2,36","2,20","0,07","7,09","3,99",-
8010601,Bolo de banana,99,Não se aplica,"56,72","5,31","2,41","0,53","0,47","0,05","0,32","31,79","26,64"
Carnes industrializadas,,,,,,,,,,,,
8100101,Carne-seca,2,Cozido(a),"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100101,Carne-seca,3,Grelhado(a)/brasa/churrasco,"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100101,Carne-seca,4,Assado(a),"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100101,Carne-seca,5,Frito(a),"94,00","10,80","9,16","3,82","3,27","0,48","0,03",-,-
8100101,Carne-seca,7,Refogado(a),"94,00","10,80","9,16","3,82","3,27","0,48","0,03",-,-
8100101,Carne-seca,8,Molho vermelho,"80,00","8,41","6,65","0,33","0,21","0,06",-,"0,85",-
8100101,Carne-seca,13,Ensopado,"94,00","10,80","9,16","3,82","3,27","0,48","0,03",-,-
8100102,Carne de charque,1,Cru(a),"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100102,Carne de charque,2,Cozido(a),"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100102,Carne de charque,3,Grelhado(a)/brasa/churrasco,"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100102,Carne de charque,4,Assado(a),"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100102,Carne de charque,5,Frito(a),"94,00","10,80","9,16","3,82","3,27","0,48","0,03",-,-
8100102,Carne de charque,7,Refogado(a),"94,00","10,80","9,16","3,82","3,27","0,48","0,03",-,-
8100102,Carne de charque,8,Molho vermelho,"80,00","8,41","6,65","0,33","0,21","0,06",-,"0,85",-
8100102,Carne de charque,13,Ensopado,"94,00","10,80","9,16","3,82","3,27","0,48","0,03",-,-
8100103,Jabá,2,Cozido(a),"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100103,Jabá,5,Frito(a),"94,00","10,80","9,16","3,82","3,27","0,48","0,03",-,-
8100103,Jabá,7,Refogado(a),"94,00","10,80","9,16","3,82","3,27","0,48","0,03",-,-
8100103,Jabá,99,Não se aplica,"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100201,Carne de sol,1,Cru(a),"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100201,Carne de sol,2,Cozido(a),"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100201,Carne de sol,3,Grelhado(a)/brasa/churrasco,"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100201,Carne de sol,4,Assado(a),"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100201,Carne de sol,5,Frito(a),"94,00","10,80","9,16","3,82","3,27","0,48","0,03",-,-
8100201,Carne de sol,13,Ensopado,"94,00","10,80","9,16","3,82","3,27","0,48","0,03",-,-
8100202,Carne do sertão,2,Cozido(a),"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100202,Carne do sertão,4,Assado(a),"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8100202,Carne do sertão,5,Frito(a),"94,00","10,80","9,16","3,82","3,27","0,48","0,03",-,-
8100502,Hambúrguer de carne bovina,1,Cru(a),"86,00","4,38","4,68","0,40","0,30","0,05","0,69",-,-
8100502,Hambúrguer de carne bovina,2,Cozido(a),"86,00","4,38","4,68","0,40","0,30","0,05","0,69",-,-
8100502,Hambúrguer de carne bovina,3,Grelhado(a)/brasa/churrasco,"86,00","4,38","4,68","0,40","0,30","0,05","0,69",-,-
8100502,Hambúrguer de carne bovina,4,Assado(a),"86,00","4,38","4,68","0,40","0,30","0,05","0,69",-,-
8100502,Hambúrguer de carne bovina,5,Frito(a),"86,00","4,78","5,26","1,88","1,60","0,23","0,71",-,-
8100502,Hambúrguer de carne bovina,8,Molho vermelho,"68,80","3,51","3,75","0,33","0,25","0,04","0,55","0,85",-
8100502,Hambúrguer de carne bovina,99,Não se aplica,"86,00","4,38","4,68","0,40","0,30","0,05","0,69",-,-
8100802,Copa de porco defumada,99,Não se aplica,"62,00","5,44","7,65","3,26","2,93","0,33","0,06",-,-
8101005,Bacon,99,Não se aplica,"110,00","13,74","18,52","4,55","4,00","0,20","0,31","0,59","1,43"
8101101,Hambúrguer de frango,2,Cozido(a),"44,34","2,93","3,63","2,23","1,96","0,15","0,93","2,85","1,10"
8101101,Hambúrguer de frango,3,Grelhado(a)/brasa/churrasco,"44,34","2,93","3,63","2,23","1,96","0,15","0,93","2,85","1,10"
8101101,Hambúrguer de frango,4,Assado(a),"44,34","2,93","3,63","2,23","1,96","0,15","0,93","2,85","1,10"
8101101,Hambúrguer de frango,5,Frito(a),"44,34","4,00","5,19","6,18","5,45","0,62","0,96","2,85","1,10"
8101101,Hambúrguer de frango,6,Empanado(a)/à milanesa,"44,34","4,00","5,19","6,18","5,45","0,62","0,96","2,85","1,10"
8101101,Hambúrguer de frango,99,Não se aplica,"44,34","2,93","3,63","2,23","1,96","0,15","0,93","2,85","1,10"
8102101,Salsicha no varejo,1,Cru(a),"52,95","10,86","12,60","2,98","2,55","0,29","0,80","3,15","3,61"
8102101,Salsicha no varejo,2,Cozido(a),"52,95","10,86","12,60","2,98","2,55","0,29","0,80","3,15","3,61"
8102101,Salsicha no varejo,3,Grelhado(a)/brasa/churrasco,"52,95","10,86","12,60","2,98","2,55","0,29","0,80","3,15","3,61"
8102101,Salsicha no varejo,4,Assado(a),"52,95","10,86","12,60","2,98","2,55","0,29","0,80","3,15","3,61"
8102101,Salsicha no varejo,5,Frito(a),"52,95","10,86","12,60","2,98","2,55","0,29","0,80","3,15","3,61"
8102101,Salsicha no varejo,7,Refogado(a),"52,95","10,86","12,60","2,98","2,55","0,29","0,80","3,15","3,61"
8102101,Salsicha no varejo,8,Molho vermelho,"49,19","10,22","10,72","2,49","2,13","0,26","0,74","3,56","2,88"
8102101,Salsicha no varejo,9,Molho branco,"56,80","10,37","13,75","3,14","2,78","0,26","2,02","1,92","2,16"
8102101,Salsicha no varejo,10,Ao alho e óleo,"52,95","10,86","12,60","2,98","2,55","0,29","0,80","3,15","3,61"
8102101,Salsicha no varejo,11,Com manteiga/óleo,"52,95","10,86","12,60","2,98","2,55","0,29","0,80","3,15","3,61"
8102101,Salsicha no varejo,13,Ensopado,"52,95","10,86","12,60","2,98","2,55","0,29","0,80","3,15","3,61"
8102101,Salsicha no varejo,99,Não se aplica,"52,95","10,86","12,60","2,98","2,55","0,29","0,80","3,15","3,61"
8102204,"Linguiça (suína, bovina, mista, etc.)",1,Cru(a),"71,00","12,96","17,18","3,90","3,46","0,32","2,52","1,34","2,70"
8102204,"Linguiça (suína, bovina, mista, etc.)",2,Cozido(a),"71,00","12,96","17,18","3,90","3,46","0,32","2,52","1,34","2,70"
8102204,"Linguiça (suína, bovina, mista, etc.)",3,Grelhado(a)/brasa/churrasco,"71,00","12,96","17,18","3,90","3,46","0,32","2,52","1,34","2,70"
8102204,"Linguiça (suína, bovina, mista, etc.)",4,Assado(a),"71,00","12,96","17,18","3,90","3,46","0,32","2,52","1,34","2,70"
8102204,"Linguiça (suína, bovina, mista, etc.)",5,Frito(a),"71,00","12,96","17,18","3,90","3,46","0,32","2,52","1,34","2,70"
8102204,"Linguiça (suína, bovina, mista, etc.)",6,Empanado(a)/à milanesa,"71,00","12,96","17,18","3,90","3,46","0,32","2,52","1,34","2,70"
8102204,"Linguiça (suína, bovina, mista, etc.)",7,Refogado(a),"71,00","12,96","17,18","3,90","3,46","0,32","2,52","1,34","2,70"
8102204,"Linguiça (suína, bovina, mista, etc.)",8,Molho vermelho,"56,80","10,37","13,75","3,14","2,78","0,26","2,02","1,92","2,16"
8102204,"Linguiça (suína, bovina, mista, etc.)",11,Com manteiga/óleo,"71,00","12,96","17,18","3,90","3,46","0,32","2,52","1,34","2,70"
8102204,"Linguiça (suína, bovina, mista, etc.)",13,Ensopado,"71,00","12,96","17,18","3,90","3,46","0,32","2,52","1,34","2,70"
8102204,"Linguiça (suína, bovina, mista, etc.)",99,Não se aplica,"71,00","12,96","17,18","3,90","3,46","0,32","2,52","1,34","2,70"
8102207,Linguiça de frango,1,Cru(a),"80,00","4,70","6,80","3,40","3,00","0,17",-,-,-
8102207,Linguiça de frango,2,Cozido(a),"80,00","4,70","6,80","3,40","3,00","0,17",-,-,-
8102207,Linguiça de frango,3,Grelhado(a)/brasa/churrasco,"80,00","4,70","6,80","3,40","3,00","0,17",-,-,-
8102207,Linguiça de frango,4,Assado(a),"80,00","4,70","6,80","3,40","3,00","0,17",-,-,-
8102207,Linguiça de frango,5,Frito(a),"76,00","5,00","7,20","4,30","3,85","0,25",-,-,-
8102401,Chouriço,99,Não se aplica,"120,00","13,40","15,90","3,46","3,20","0,26","0,08","1,31","1,10"
8102402,Morcela,99,Não se aplica,"120,00","13,40","15,90","3,46","3,20","0,26","0,08","1,31","1,10"
8102403,Morcilha,1,Cru(a),"120,00","13,40","15,90","3,46","3,20","0,26","0,08","1,31","1,10"
8102403,Morcilha,2,Cozido(a),"120,00","13,40","15,90","3,46","3,20","0,26","0,08","1,31","1,10"
8102501,Paio,2,Cozido(a),"84,00","9,13","12,38","3,73","3,29","0,14","0,11","0,14",-
8102601,Mortadela,99,Não se aplica,"60,00","10,21","12,81","2,92","2,48","0,44","0,80","2,54","2,71"
8102701,Salame,99,Não se aplica,"89,00","9,32","11,13","2,53","2,26","0,13","0,59","0,96","0,96"
8102702,Salaminho,99,Não se aplica,"89,00","9,32","11,13","2,53","2,26","0,13","0,59","0,96","0,96"
8102801,Blanquet de peru,99,Não se aplica,"72,00","1,53","1,90","1,32","0,67","0,03","0,11","2,04","2,04"
8102901,Presunto ,99,Não se aplica,"62,00","5,04","7,07","1,78","1,62","0,16","0,04",-,-
8103001,Hambúrguer de peru,2,Cozido(a),"48,64","2,62","3,00","1,98","1,75","0,14","0,86","2,85","1,10"
8103001,Hambúrguer de peru,4,Assado(a),"48,64","2,62","3,00","1,98","1,75","0,14","0,86","2,85","1,10"
8103001,Hambúrguer de peru,6,Empanado(a)/à milanesa,"48,64","3,69","4,56","5,93","5,23","0,60","0,89","2,85","1,10"
8103101,Hambúrguer não especificado,2,Cozido(a),"86,00","4,38","4,68","0,40","0,30","0,05","0,69",-,-
8103101,Hambúrguer não especificado,3,Grelhado(a)/brasa/churrasco,"86,00","4,38","4,68","0,40","0,30","0,05","0,69",-,-
8103101,Hambúrguer não especificado,4,Assado(a),"86,00","4,38","4,68","0,40","0,30","0,05","0,69",-,-
8103101,Hambúrguer não especificado,5,Frito(a),"86,00","4,78","5,26","1,88","1,60","0,23","0,71",-,-
8103101,Hambúrguer não especificado,99,Não se aplica,"86,00","4,38","4,68","0,40","0,30","0,05","0,69",-,-
8103601,Apresuntado,99,Não se aplica,"59,00","3,12","4,44","1,41","1,17","0,24","0,03",-,-
8103901,Pururuca de porco,99,Não se aplica,"95,00","11,37","14,78","3,64","3,35","0,26","0,31",-,-
8103902,Pele de porco preparada (pururuca),99,Não se aplica,"95,00","11,37","14,78","3,64","3,35","0,26","0,31",-,-
8104001,"Patê (fígado, calabresa, frango, presunto, etc.)",99,Não se aplica,"158,00","10,60","13,34","2,60","2,45","0,14","2,36","0,51","0,59"
8104101,Carne de aves defumada,99,Não se aplica,"85,00","1,67","2,12","2,46","2,05","0,21","0,10",-,-
8104601,Carne salgada não especificada,2,Cozido(a),"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8104601,Carne salgada não especificada,3,Grelhado(a)/brasa/churrasco,"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8104601,Carne salgada não especificada,4,Assado(a),"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8104601,Carne salgada não especificada,5,Frito(a),"94,00","10,80","9,16","3,82","3,27","0,48","0,03",-,-
8104601,Carne salgada não especificada,7,Refogado(a),"94,00","10,80","9,16","3,82","3,27","0,48","0,03",-,-
8104601,Carne salgada não especificada,8,Molho vermelho,"80,00","8,41","6,65","0,33","0,21","0,06",-,"0,85",-
8104601,Carne salgada não especificada,99,Não se aplica,"100,00","10,50","8,30","0,40","0,24","0,08","0,93",-,-
8104904,Mini chicken empanado,2,Cozido(a),"39,84","3,62","7,43","2,57","2,34","0,14","3,01","0,14",-
8104904,Mini chicken empanado,3,Grelhado(a)/brasa/churrasco,"39,84","3,62","7,43","2,57","2,34","0,14","3,01","0,14",-
8104904,Mini chicken empanado,4,Assado(a),"39,84","3,62","7,43","2,57","2,34","0,14","3,01","0,14",-
8104904,Mini chicken empanado,5,Frito(a),"39,84","3,62","7,43","2,57","2,34","0,14","3,01","0,14",-
8104904,Mini chicken empanado,6,Empanado(a)/à milanesa,"39,84","3,62","7,43","2,57","2,34","0,14","3,01","0,14",-
8105001,Mortadela light,99,Não se aplica,"79,00","5,46","7,55","3,05","2,79","0,22","0,11","0,46","0,46"
8105201,Salsicha no varejo light,5,Frito(a),"44,00","3,69","4,75","0,94","0,80","0,13","0,19","3,63","4,40"
8105401,Salame light,99,Não se aplica,"51,52","2,47","3,51","1,98","1,72","0,08","0,19","0,50","0,50"
8105501,Blanquet de peru light,99,Não se aplica,"37,61","1,04","1,34","0,71","0,58","0,03","0,11","2,80","1,56"
8105701,Hambúrguer não especificado light,99,Não se aplica,"78,20","3,49","3,46","0,35","0,25","0,04","0,37",-,-
Bebidas não alcoólicas e infusões,,,,,,,,,,,,
8200101,Refrigerante de cola tradicional,99,Não se aplica,-,-,-,-,-,-,-,"10,56","9,53"
8200102,Coca-cola tradicional,99,Não se aplica,-,-,-,-,-,-,-,"10,56","9,53"
8200202,Fanta laranja tradicional,99,Não se aplica,-,-,-,-,-,-,-,"12,03","12,30"
8200208,Sukita tradicional,99,Não se aplica,-,-,-,-,-,-,-,"12,03","12,30"
8200301,Refrigerante de guaraná tradicional,99,Não se aplica,-,-,-,-,-,-,-,"10,00","10,00"
8200302,Guaraná tradicional,99,Não se aplica,-,-,-,-,-,-,-,"10,00","10,00"
8200407,Sprit refrigerante tradicional,99,Não se aplica,-,-,-,-,-,-,-,"9,07","10,14"
8200505,Fanta uva tradicional,99,Não se aplica,-,-,-,-,-,-,-,"12,03","12,30"
8200701,Refrigerante de cola light,99,Não se aplica,-,-,-,-,-,-,-,-,-
8200702,Coca-cola light,99,Não se aplica,-,-,-,-,-,-,-,-,-
8200801,Refrigerante de cola diet,99,Não se aplica,-,-,-,-,-,-,-,-,-
8200902,Minuano tradicional,99,Não se aplica,-,-,-,-,-,-,-,"9,07","10,14"
8201104,Mate tradicional,99,Não se aplica,-,-,-,-,-,-,-,"0,06",-
8201202,Bidu tradicional,99,Não se aplica,-,-,-,-,-,-,-,"10,00","10,00"
8201502,Fanta laranja light,99,Não se aplica,-,-,-,-,-,-,-,-,-
8201601,Refrigerante de guaraná light,99,Não se aplica,-,-,-,-,-,-,-,-,-
8201602,Guaraná light,99,Não se aplica,-,-,-,-,-,-,-,-,-
8201802,Tubaína tradicional,99,Não se aplica,-,-,-,-,-,-,-,"10,00","10,00"
8201902,Tubaína light,99,Não se aplica,-,-,-,-,-,-,-,-,-
8202001,Caldo de cana,99,Não se aplica,-,-,-,-,-,-,-,"9,83","19,97"
8202002,Garapá,99,Não se aplica,-,-,-,-,-,-,-,"9,83","19,97"
8202101,Água de coco,99,Não se aplica,-,"0,18","0,01","0,00","0,00",-,-,"1,49",-
8202402,Q-suco,99,Não se aplica,-,"0,00",-,-,-,-,-,"3,81","3,81"
8202403,Q-refresko,99,Não se aplica,-,"0,00",-,-,-,-,-,"3,81","3,81"
8202602,Nescafé,99,Não se aplica,-,"0,20","0,04","0,20","0,18","0,02",-,"0,48",-
8202803,Erva-mate,99,Não se aplica,-,-,-,-,-,-,-,"0,06",-
8202804,Chimarrão,99,Não se aplica,-,-,-,-,-,-,-,"0,06",-
8202805,Tereré,99,Não se aplica,-,-,-,-,-,-,-,"0,06",-
8203401,Levedo de cerveja,99,Não se aplica,-,"0,20","0,72","0,00","0,00",-,-,"13,54","1,00"
8203501,Refrigerante não especificado,99,Não se aplica,-,-,-,-,-,-,-,"10,56","9,53"
8203603,Cevada em pó,99,Não se aplica,-,"0,24","0,15","0,56","0,51","0,06",-,"1,30",-
8204503,Chocomilk ,99,Não se aplica,"12,05","2,11","0,99","0,12","0,08","0,05","0,12","10,14","5,09"
8204902,Água tônica tradicional,99,Não se aplica,-,-,-,-,-,-,-,"9,07","10,14"
8205201,"Chá diet (preto, camomila, erva-cidreira, capim-limão, etc.) ",99,Não se aplica,-,"0,00","0,00","0,00","0,00","0,00",-,"0,34","0,36"
8205402,Paraguai refrigerante tradicional,99,Não se aplica,-,-,-,-,-,-,-,"10,00","10,00"
8205803,Gatorade,99,Não se aplica,-,-,-,-,-,-,-,"5,90","5,90"
8205901,Bebida energética,99,Não se aplica,-,-,-,-,-,-,-,"10,14","10,15"
8206301,"Chá (preto, camomila, erva-cidreira, capim-limão, etc.)",99,Não se aplica,-,"0,00","0,00","0,00","0,00","0,00",-,-,-
8206402,Café solúvel capuccino ,99,Não se aplica,-,"0,79","0,00","0,00","0,00",-,"0,00","4,35","4,67"
8207401,Refrigerante de guaraná diet,99,Não se aplica,-,-,-,-,-,-,-,-,-
8207402,Guaraná diet,99,Não se aplica,-,-,-,-,-,-,-,-,-
8207601,Refrigerante de limão diet,99,Não se aplica,-,-,-,-,-,-,-,-,-
